clientid,client_name,client_phone,client_email,looking_for,requirements,status,client_bhk,client_furnishing,client_location,client_flexible_location,client_budget,client_listing_type
CL-1419,Qadim Mohanty,914185420622,qadim.30@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹24k",Deal Closed,1,Fully Furnished,Anywhere in Mira Bhayandar,True,24000,Rent
CL-1420,Zilmil Sami,1965419023,zilmil.32@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹40k",Lost Interest,3,Semi-Furnished,Bhayandar West,False,40000,Rent
CL-1421,Ojasvi Kade,6084817366,ojasvi.26@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹145L",Site Visit Planned,2,,Bhayandar East,False,14500000,Sale
CL-1422,Gaurangi Nagarajan,7221520667,gaurangi.19@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹135L",Deal Closed,2,,Anywhere in Mira Bhayandar,True,13500000,Sale
CL-1423,Rushil Pal,9818963534,rushil.39@example.com,Rent,"2 BHK Unfurnished in Bhayandar East, Rent up to â‚¹39k",On Hold,2,Unfurnished,Bhayandar East,False,39000,Rent
CL-1424,Rohan Loke,9407965377,rohan.4@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹24k",Negotiating,1,Fully Furnished,Anywhere in Mira Bhayandar,True,24000,Rent
CL-1425,Nathaniel Apte,5243130842,nathaniel.77@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹21k",On Hold,1,Fully Furnished,Bhayandar East,False,21000,Rent
CL-1426,Radhika Pradhan,9044733773,radhika.4@example.com,Rent,"3 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹42k",Deal Closed,3,Fully Furnished,Bhayandar West,False,42000,Rent
CL-1427,Qasim Pillai,7323311009,qasim.56@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹48k",Negotiating,3,Semi-Furnished,Bhayandar East,False,48000,Rent
CL-1428,Gaurika Dixit,6295551054,gaurika.89@example.com,Rent,"1 BHK Unfurnished in Bhayandar West, Rent up to â‚¹20k",Deal Closed,1,Unfurnished,Bhayandar West,False,20000,Rent
CL-1429,Mason Tiwari,5057255887,mason.14@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹145L",Actively Searching,2,,Bhayandar East,False,14500000,Sale
CL-1430,Ganga Konda,913750458729,ganga.17@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹23k",Actively Searching,1,Unfurnished,Bhayandar East,False,23000,Rent
CL-1431,Isaac Bandi,2471029453,isaac.56@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹21k",Lost Interest,1,Fully Furnished,Anywhere in Mira Bhayandar,True,21000,Rent
CL-1432,Idika Sastry,914075313967,idika.88@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹130L",On Hold,2,,Bhayandar East,False,13000000,Sale
CL-1433,Yashoda Narayan,913368905388,yashoda.83@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹130L",Lost Interest,2,,Anywhere in Mira Bhayandar,True,13000000,Sale
CL-1434,Varenya Garg,910835639509,varenya.49@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹55L",On Hold,1,,Bhayandar West,False,5500000,Sale
CL-1435,Kabir Lal,4112859782,kabir.22@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹24k",Lost Interest,1,Semi-Furnished,Bhayandar West,False,24000,Rent
CL-1436,Bina Chaudhry,5420324475,bina.84@example.com,Rent,"1 BHK Unfurnished in Mira Road East, Rent up to â‚¹24k",Actively Searching,1,Unfurnished,Mira Road East,False,24000,Rent
CL-1437,Ekiya Savant,5003680219,ekiya.14@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹150L",Actively Searching,3,,Bhayandar West,False,15000000,Sale
CL-1438,Yashodhara Iyengar,919997947242,yashodhara.56@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹90L",Actively Searching,2,,Anywhere in Mira Bhayandar,True,9000000,Sale
CL-1439,Urvi Puri,9662449914,urvi.24@example.com,Rent,"2 BHK Fully Furnished in Mira Road East, Rent up to â‚¹38k",Actively Searching,2,Fully Furnished,Mira Road East,False,38000,Rent
CL-1440,Yash Hayer,3683038954,yash.16@example.com,Rent,"2 BHK Fully Furnished in Mira Road East, Rent up to â‚¹31k",Lost Interest,2,Fully Furnished,Mira Road East,False,31000,Rent
CL-1441,Bahadurjit Shetty,916998164741,bahadurjit.88@example.com,Rent,"2 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹26k",Lost Interest,2,Fully Furnished,Bhayandar East,False,26000,Rent
CL-1442,Unni Chada,2141664201,unni.16@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹22k",Lost Interest,1,Unfurnished,Bhayandar East,False,22000,Rent
CL-1443,Ganga Chauhan,6845532733,ganga.51@example.com,Rent,"1 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹18k",Deal Closed,1,Fully Furnished,Bhayandar West,False,18000,Rent
CL-1444,Vritti Magar,5473341389,vritti.25@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹23k",Negotiating,1,Fully Furnished,Anywhere in Mira Bhayandar,True,23000,Rent
CL-1445,Max Kota,913633755032,max.70@example.com,Rent,"3 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹46k",Negotiating,3,Unfurnished,Anywhere in Mira Bhayandar,True,46000,Rent
CL-1446,Nirja Vohra,2613709352,nirja.96@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹70L",Deal Closed,1,,Bhayandar East,False,7000000,Sale
CL-1447,Girindra Sood,911172116840,girindra.40@example.com,Rent,"3 BHK Fully Furnished in Mira Road East, Rent up to â‚¹46k",Site Visit Planned,3,Fully Furnished,Mira Road East,False,46000,Rent
CL-1448,Dayita Kapoor,9008671885,dayita.59@example.com,Rent,"1 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹21k",Negotiating,1,Fully Furnished,Bhayandar West,False,21000,Rent
CL-1449,Gautami Deshpande,912564304582,gautami.98@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹60L",On Hold,1,,Bhayandar East,False,6000000,Sale
CL-1450,Vansha Rege,4398619541,vansha.92@example.com,Rent,"3 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹40k",Deal Closed,3,Unfurnished,Anywhere in Mira Bhayandar,True,40000,Rent
CL-1451,Faras Gopal,1859188173,faras.85@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹18k",Site Visit Planned,1,Fully Furnished,Bhayandar East,False,18000,Rent
CL-1452,Wakeeta Rastogi,6233745263,wakeeta.83@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹19k",Site Visit Planned,1,Fully Furnished,Anywhere in Mira Bhayandar,True,19000,Rent
CL-1453,Yuvraj Parmer,911645555659,yuvraj.16@example.com,Rent,"1 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹19k",Site Visit Planned,1,Fully Furnished,Bhayandar West,False,19000,Rent
CL-1454,Nidra Brahmbhatt,5485914482,nidra.76@example.com,Rent,"3 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹48k",Deal Closed,3,Fully Furnished,Anywhere in Mira Bhayandar,True,48000,Rent
CL-1455,Advika Pandya,3400195959,advika.73@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹21k",Deal Closed,1,Fully Furnished,Bhayandar East,False,21000,Rent
CL-1456,Divya Modi,914274848764,divya.26@example.com,Rent,"2 BHK Unfurnished in Mira Road East, Rent up to â‚¹32k",Negotiating,2,Unfurnished,Mira Road East,False,32000,Rent
CL-1457,Kabir Prashad,8681718829,kabir.20@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹210L",Deal Closed,3,,Bhayandar East,False,21000000,Sale
CL-1458,Chatresh Kaul,9321041709,chatresh.49@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹230L",On Hold,3,,Bhayandar West,False,23000000,Sale
CL-1459,Omaja Dewan,911644501806,omaja.41@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹24k",Negotiating,1,Unfurnished,Bhayandar East,False,24000,Rent
CL-1460,Avi Bhatia,9633970656,avi.26@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹145L",Deal Closed,2,,Bhayandar East,False,14500000,Sale
CL-1461,Janani Sabharwal,9766633167,janani.15@example.com,Rent,"2 BHK Unfurnished in Bhayandar West, Rent up to â‚¹38k",Actively Searching,2,Unfurnished,Bhayandar West,False,38000,Rent
CL-1462,Bimala Rajan,2218722045,bimala.24@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹180L",Lost Interest,3,,Bhayandar West,False,18000000,Sale
CL-1463,Vritti Sama,7327132839,vritti.81@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹210L",On Hold,3,,Anywhere in Mira Bhayandar,True,21000000,Sale
CL-1464,Gayathri Babu,7222911182,gayathri.76@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹70L",Site Visit Planned,1,,Mira Road East,False,7000000,Sale
CL-1465,Pavani Sahni,3728699924,pavani.85@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹90L",Negotiating,2,,Anywhere in Mira Bhayandar,True,9000000,Sale
CL-1466,Wridesh Ganguly,918307385708,wridesh.51@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹70L",Lost Interest,1,,Anywhere in Mira Bhayandar,True,7000000,Sale
CL-1467,Daksh Subramanian,9302422666,daksh.77@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹20k",On Hold,1,Fully Furnished,Bhayandar East,False,20000,Rent
CL-1468,Pooja Iyer,6308680512,pooja.99@example.com,Rent,"1 BHK Unfurnished in Mira Road East, Rent up to â‚¹23k",Negotiating,1,Unfurnished,Mira Road East,False,23000,Rent
CL-1469,Hamsini Bansal,4574088201,hamsini.28@example.com,Rent,"1 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹18k",Lost Interest,1,Semi-Furnished,Mira Road East,False,18000,Rent
CL-1470,Ekaraj Sidhu,916766349341,ekaraj.59@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹210L",On Hold,3,,Mira Road East,False,21000000,Sale
CL-1471,Pavani Biswas,2467925702,pavani.87@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹65L",Actively Searching,1,,Anywhere in Mira Bhayandar,True,6500000,Sale
CL-1472,Vivaan Baria,5335609934,vivaan.33@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹115L",Deal Closed,2,,Bhayandar West,False,11500000,Sale
CL-1473,Ekansh Sarma,910521020423,ekansh.8@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹50L",Deal Closed,1,,Bhayandar East,False,5000000,Sale
CL-1474,Chatresh Saxena,915136191165,chatresh.25@example.com,Rent,"2 BHK Unfurnished in Bhayandar East, Rent up to â‚¹37k",Site Visit Planned,2,Unfurnished,Bhayandar East,False,37000,Rent
CL-1475,Falguni Khare,7859605883,falguni.72@example.com,Rent,"2 BHK Unfurnished in Bhayandar West, Rent up to â‚¹27k",Negotiating,2,Unfurnished,Bhayandar West,False,27000,Rent
CL-1476,Balendra Dalal,8177045442,balendra.50@example.com,Rent,"1 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹19k",Deal Closed,1,Semi-Furnished,Mira Road East,False,19000,Rent
CL-1477,Eta Bose,9638499768,eta.73@example.com,Rent,"1 BHK Unfurnished in Bhayandar West, Rent up to â‚¹20k",Deal Closed,1,Unfurnished,Bhayandar West,False,20000,Rent
CL-1478,Sai Deo,4029723703,sai.60@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹105L",On Hold,2,,Anywhere in Mira Bhayandar,True,10500000,Sale
CL-1479,Baghyawati Puri,7404679864,baghyawati.12@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹85L",Deal Closed,2,,Bhayandar East,False,8500000,Sale
CL-1480,Sanaya Mand,912380121800,sanaya.70@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹230L",Site Visit Planned,3,,Bhayandar West,False,23000000,Sale
CL-1481,Jatin Baria,7445065353,jatin.93@example.com,Rent,"3 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹54k",Actively Searching,3,Semi-Furnished,Anywhere in Mira Bhayandar,True,54000,Rent
CL-1482,Shaurya Lall,1224570496,shaurya.62@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹140L",Negotiating,2,,Anywhere in Mira Bhayandar,True,14000000,Sale
CL-1483,Bakhshi Handa,6121975596,bakhshi.75@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹170L",Deal Closed,3,,Bhayandar East,False,17000000,Sale
CL-1484,Radhika Sathe,4598471296,radhika.58@example.com,Rent,"3 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹48k",Deal Closed,3,Semi-Furnished,Mira Road East,False,48000,Rent
CL-1485,Bhavika Kamdar,7055508414,bhavika.66@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹70L",On Hold,1,,Bhayandar East,False,7000000,Sale
CL-1486,Libni Tripathi,919150371585,libni.72@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹110L",Lost Interest,2,,Bhayandar East,False,11000000,Sale
CL-1487,Veda Bath,5655018255,veda.91@example.com,Rent,"3 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹50k",Actively Searching,3,Unfurnished,Anywhere in Mira Bhayandar,True,50000,Rent
CL-1488,Vedika Sem,2068917017,vedika.25@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹24k",Actively Searching,1,Fully Furnished,Bhayandar East,False,24000,Rent
CL-1489,Kai Iyer,8999764075,kai.54@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹21k",Actively Searching,1,Fully Furnished,Bhayandar East,False,21000,Rent
CL-1490,Yug Majumdar,7886413148,yug.25@example.com,Rent,"3 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹56k",Negotiating,3,Unfurnished,Anywhere in Mira Bhayandar,True,56000,Rent
CL-1491,Onkar Desai,917782328048,onkar.85@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹31k",On Hold,2,Semi-Furnished,Bhayandar East,False,31000,Rent
CL-1492,Turvi Ratta,910976892049,turvi.22@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹100L",Actively Searching,2,,Anywhere in Mira Bhayandar,True,10000000,Sale
CL-1493,Ayaan Dutt,256245544,ayaan.37@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹70L",On Hold,1,,Anywhere in Mira Bhayandar,True,7000000,Sale
CL-1494,Arin Nagy,915455846417,arin.90@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹115L",Lost Interest,2,,Bhayandar West,False,11500000,Sale
CL-1495,Bishakha Verma,910809680308,bishakha.25@example.com,Rent,"1 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹23k",Site Visit Planned,1,Unfurnished,Anywhere in Mira Bhayandar,True,23000,Rent
CL-1496,Kabir Rana,915214968899,kabir.88@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹21k",On Hold,1,Fully Furnished,Bhayandar East,False,21000,Rent
CL-1497,Nachiket Chad,9784462111,nachiket.74@example.com,Rent,"2 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹35k",Actively Searching,2,Unfurnished,Anywhere in Mira Bhayandar,True,35000,Rent
CL-1498,Wyatt Barman,7263357412,wyatt.4@example.com,Rent,"3 BHK Unfurnished in Bhayandar East, Rent up to â‚¹46k",Negotiating,3,Unfurnished,Bhayandar East,False,46000,Rent
CL-1499,Barkha Ramaswamy,914524090065,barkha.41@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹130L",On Hold,2,,Mira Road East,False,13000000,Sale
CL-1500,Adweta Raja,910558720403,adweta.98@example.com,Rent,"1 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹19k",Site Visit Planned,1,Semi-Furnished,Anywhere in Mira Bhayandar,True,19000,Rent
CL-1501,Lila Sunder,919960242162,lila.89@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹130L",Deal Closed,2,,Mira Road East,False,13000000,Sale
CL-1502,Qushi Tandon,1194512226,qushi.6@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹80L",On Hold,2,,Mira Road East,False,8000000,Sale
CL-1503,Aarna Jhaveri,1331683456,aarna.9@example.com,Rent,"3 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹40k",Deal Closed,3,Fully Furnished,Bhayandar East,False,40000,Rent
CL-1504,Lakshmi Grover,2376390419,lakshmi.56@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹70L",Deal Closed,1,,Anywhere in Mira Bhayandar,True,7000000,Sale
CL-1505,Lakshmi Sen,9949595657,lakshmi.74@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹70L",Site Visit Planned,1,,Bhayandar West,False,7000000,Sale
CL-1506,Arya Pau,1424011134,arya.78@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹21k",Lost Interest,1,Semi-Furnished,Bhayandar West,False,21000,Rent
CL-1507,Dayita Parikh,9542964738,dayita.1@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹220L",Deal Closed,3,,Anywhere in Mira Bhayandar,True,22000000,Sale
CL-1508,Aarush Chokshi,917712942599,aarush.3@example.com,Rent,"1 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹22k",Deal Closed,1,Semi-Furnished,Mira Road East,False,22000,Rent
CL-1509,Sanya Baria,4950207372,sanya.23@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹85L",Actively Searching,2,,Bhayandar East,False,8500000,Sale
CL-1510,Tamanna Nagy,8544558780,tamanna.69@example.com,Rent,"3 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹50k",Negotiating,3,Fully Furnished,Bhayandar East,False,50000,Rent
CL-1511,Ayush Gala,1270612584,ayush.10@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹140L",Site Visit Planned,2,,Bhayandar West,False,14000000,Sale
CL-1512,Harini Devi,4699862194,harini.83@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹120L",Negotiating,2,,Anywhere in Mira Bhayandar,True,12000000,Sale
CL-1513,Meera Deep,3181390865,meera.90@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹145L",Site Visit Planned,2,,Mira Road East,False,14500000,Sale
CL-1514,Luke Mutti,2260934500,luke.35@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹55L",On Hold,1,,Mira Road East,False,5500000,Sale
CL-1515,Raksha Sangha,6912113593,raksha.92@example.com,Rent,"3 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹44k",On Hold,3,Semi-Furnished,Mira Road East,False,44000,Rent
CL-1516,Wriddhish Swamy,8644608442,wriddhish.10@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹170L",Deal Closed,3,,Anywhere in Mira Bhayandar,True,17000000,Sale
CL-1517,Samar Sant,5667103634,samar.98@example.com,Rent,"1 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹24k",Site Visit Planned,1,Semi-Furnished,Anywhere in Mira Bhayandar,True,24000,Rent
CL-1518,Omaja Sanghvi,2677194906,omaja.34@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹230L",Actively Searching,3,,Anywhere in Mira Bhayandar,True,23000000,Sale
CL-1519,Amol Bala,98464375,amol.43@example.com,Rent,"1 BHK Unfurnished in Bhayandar West, Rent up to â‚¹24k",Lost Interest,1,Unfurnished,Bhayandar West,False,24000,Rent
CL-1520,Netra Bhakta,191432166,netra.91@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹50L",Site Visit Planned,1,,Bhayandar East,False,5000000,Sale
CL-1521,Fiyaz Dyal,374579940,fiyaz.15@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹160L",Lost Interest,3,,Mira Road East,False,16000000,Sale
CL-1522,Tristan Patla,2752117645,tristan.64@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹125L",Actively Searching,2,,Bhayandar East,False,12500000,Sale
CL-1523,Liam Garde,910124789091,liam.23@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹65L",Site Visit Planned,1,,Bhayandar West,False,6500000,Sale
CL-1524,Charvi Suresh,8755573645,charvi.93@example.com,Rent,"2 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹32k",Deal Closed,2,Fully Furnished,Bhayandar West,False,32000,Rent
CL-1525,Chakradhar Loyal,915565379551,chakradhar.55@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹190L",Actively Searching,3,,Anywhere in Mira Bhayandar,True,19000000,Sale
CL-1526,Urvi Dey,1034717132,urvi.4@example.com,Rent,"2 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹32k",Lost Interest,2,Fully Furnished,Bhayandar West,False,32000,Rent
CL-1527,Xavier Murthy,911803812456,xavier.13@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹115L",Actively Searching,2,,Mira Road East,False,11500000,Sale
CL-1528,Reva Dey,7550844902,reva.28@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹18k",Actively Searching,1,Fully Furnished,Bhayandar East,False,18000,Rent
CL-1529,Jonathan Shere,916443482910,jonathan.22@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹85L",Actively Searching,2,,Bhayandar West,False,8500000,Sale
CL-1530,Yuvraj Thaker,915468677510,yuvraj.87@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹125L",Site Visit Planned,2,,Mira Road East,False,12500000,Sale
CL-1531,Darika Krishnamurthy,5778575996,darika.17@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹39k",Site Visit Planned,2,Semi-Furnished,Bhayandar West,False,39000,Rent
CL-1532,Chaman Chander,916513166310,chaman.45@example.com,Rent,"2 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹31k",Site Visit Planned,2,Fully Furnished,Bhayandar East,False,31000,Rent
CL-1533,Pranav Zacharia,6855757468,pranav.69@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹95L",Deal Closed,2,,Mira Road East,False,9500000,Sale
CL-1534,Dayita Kanda,916828123617,dayita.50@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹55L",Deal Closed,1,,Anywhere in Mira Bhayandar,True,5500000,Sale
CL-1535,Ranbir Wadhwa,912848417152,ranbir.91@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹18k",Negotiating,1,Fully Furnished,Bhayandar East,False,18000,Rent
CL-1536,Charles Mistry,2800229647,charles.39@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹21k",Negotiating,1,Unfurnished,Bhayandar East,False,21000,Rent
CL-1537,Jalsa Guha,918750638120,jalsa.24@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹120L",Site Visit Planned,2,,Mira Road East,False,12000000,Sale
CL-1538,Nidhi Acharya,830410220,nidhi.33@example.com,Rent,"3 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹58k",Deal Closed,3,Unfurnished,Anywhere in Mira Bhayandar,True,58000,Rent
CL-1539,Vidhi Behl,919433129934,vidhi.89@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹55L",Negotiating,1,,Bhayandar West,False,5500000,Sale
CL-1540,Upkaar Swaminathan,1804492455,upkaar.51@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹240L",Actively Searching,3,,Anywhere in Mira Bhayandar,True,24000000,Sale
CL-1541,Veda Dara,919156936142,veda.95@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹55L",On Hold,1,,Bhayandar East,False,5500000,Sale
CL-1542,Jagdish Thaman,916387971988,jagdish.85@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹180L",Lost Interest,3,,Anywhere in Mira Bhayandar,True,18000000,Sale
CL-1543,Priya Magar,912466575362,priya.63@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹19k",Deal Closed,1,Semi-Furnished,Bhayandar East,False,19000,Rent
CL-1544,Eiravati Pillai,5559236943,eiravati.89@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹65L",Lost Interest,1,,Bhayandar West,False,6500000,Sale
CL-1545,Bakhshi Madan,915258384060,bakhshi.26@example.com,Rent,"3 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹44k",Negotiating,3,Fully Furnished,Anywhere in Mira Bhayandar,True,44000,Rent
CL-1546,Jonathan More,2689052977,jonathan.80@example.com,Rent,"2 BHK Fully Furnished in Mira Road East, Rent up to â‚¹37k",On Hold,2,Fully Furnished,Mira Road East,False,37000,Rent
CL-1547,Tejas Vora,910955146596,tejas.38@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹23k",Actively Searching,1,Unfurnished,Bhayandar East,False,23000,Rent
CL-1548,Bina Nanda,918211154680,bina.31@example.com,Rent,"1 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹22k",Lost Interest,1,Fully Furnished,Bhayandar West,False,22000,Rent
CL-1549,Victor Kothari,916173240445,victor.89@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹150L",Actively Searching,3,,Bhayandar West,False,15000000,Sale
CL-1550,Dalaja Bhattacharyya,9184258159,dalaja.74@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹60L",Site Visit Planned,1,,Mira Road East,False,6000000,Sale
CL-1551,Arya Apte,274722315,arya.12@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹58k",Deal Closed,3,Semi-Furnished,Bhayandar East,False,58000,Rent
CL-1552,Sai Shan,2918119043,sai.48@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹55L",Negotiating,1,,Mira Road East,False,5500000,Sale
CL-1553,Yatin Mody,911736290909,yatin.17@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹160L",On Hold,3,,Bhayandar East,False,16000000,Sale
CL-1554,Charvi Krishna,918226528591,charvi.73@example.com,Rent,"3 BHK Unfurnished in Bhayandar East, Rent up to â‚¹40k",Deal Closed,3,Unfurnished,Bhayandar East,False,40000,Rent
CL-1555,Kashish Babu,914632274010,kashish.43@example.com,Rent,"3 BHK Unfurnished in Mira Road East, Rent up to â‚¹44k",Deal Closed,3,Unfurnished,Mira Road East,False,44000,Rent
CL-1556,Abhiram Patla,913369735616,abhiram.44@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹230L",On Hold,3,,Bhayandar East,False,23000000,Sale
CL-1557,Gaurika Sathe,918874062859,gaurika.99@example.com,Rent,"2 BHK Fully Furnished in Mira Road East, Rent up to â‚¹36k",On Hold,2,Fully Furnished,Mira Road East,False,36000,Rent
